series_id,series_name,bls_geo_id
APU0200709211,"Milk, fresh, skim (cost per one-half gallon/1.9 liters) in Midwest urban, average price, not seasonally adjusted",0200
APU0200709212,"Milk, fresh, low fat, per 1/2 gal. (1.9 lit) in Midwest urban, average price, not seasonally adjusted",0200
APU0200709213,"Milk, fresh, low fat, per gal. (3.8 lit) in Midwest urban, average price, not seasonally adjusted",0200
APU0200710111,"Butter, salted, grade AA, stick, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200710122,"Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200710211,"American processed cheese, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200710212,"Cheddar cheese, natural, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200710411,"Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711111,"Apples, Red Delicious, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711211,"Bananas, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711311,"Oranges, Navel, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711312,"Oranges, Valencia, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711411,"Grapefruit, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711412,"Lemons, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711413,"Pears, Anjou, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711414,"Peaches, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711415,"Strawberries, dry pint, per 12 oz. (340.2 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711416,"Grapes, Emperor or Tokay (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711417,"Grapes, Thompson Seedless, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200711418,"Cherries, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712111,"Potatoes, white (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712112,"Potatoes, white, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712211,"Lettuce, iceberg, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712311,"Tomatoes, field grown, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712401,"Cabbage, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712402,"Celery, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712403,"Carrots, short trimmed and topped, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712404,"Onions, dry yellow, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712405,"Onions, green scallions (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712406,"Peppers, sweet, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712407,"Corn on the cob, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712408,"Radishes (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712409,"Cucumbers, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200712412,"Broccoli, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200713111,"Orange juice, frozen concentrate, 12 oz. can, per 16 oz. (473.2 ml) in Midwest urban, average price, not seasonally adjusted",0200
APU0200713311,"Apple Sauce, any variety, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200713312,"Peaches, any variety, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200714111,"Potatoes, frozen, French fried, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200714231,"Tomatoes, canned, whole, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200714233,"Beans, dried, any type, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200715111,"Hard candy, solid (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200715211,"Sugar, white, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200715212,"Sugar, white, 33-80 oz. pkg, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200715311,"Jelly (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200716111,"Margarine, vegetable oil blends, stick (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200716113,"Margarine, vegetable oil blends, soft, tubs (cost per pound/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200716114,"Margarine, stick, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200716116,"Margarine, soft, tubs, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200716121,"Shortening, vegetable oil blends, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200716141,"Peanut butter, creamy, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717111,"Cola, non-diet, return bottles, 6 or 8 pack (cost per 16 ounces/473.2 ml) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717113,"Cola, nondiet, cans, 72 oz. 6 pk., per 16 oz. (473.2 ml) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717114,"Cola, nondiet, per 2 liters (67.6 oz) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717311,"Coffee, 100%, ground roast, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717312,"Coffee, 100%, ground roast, 13.1-20 oz. can, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717324,"Coffee, instant, plain, regular, 6.1-14 ounce (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717325,"Coffee, freeze dried, regular, all sizes (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717326,"Coffee, freeze dried, decaf., all sizes (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717327,"Coffee, instant, plain, regular, all sizes, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717411,"Coffee, instant, plain, 9.1-14 ounce (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200717413,"Coffee, freeze dried, plain, 3.1-9 ounce (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200718311,"Potato chips, per 16 oz. in Midwest urban, average price, not seasonally adjusted",0200
APU0200718631,"Pork and beans, canned (cost per 16 ounces/453.6 grams) in Midwest urban, average price, not seasonally adjusted",0200
APU0200720111,"Malt beverages, all types, all sizes, any origin, per 16 oz. (473.2 ml) in Midwest urban, average price, not seasonally adjusted",0200
APU0200720221,"Vodka, domestic, 375 ml-1.75 liter (cost per 25.4 ounces/750 ml) in Midwest urban, average price, not seasonally adjusted",0200
APU0200720222,"Vodka, all types, all sizes, any origin, per 1 liter (33.8 oz) in Midwest urban, average price, not seasonally adjusted",0200
APU0200720311,"Wine, red and white table, all sizes, any origin, per 1 liter (33.8 oz) in Midwest urban, average price, not seasonally adjusted",0200
APU020072511,"Fuel oil #2 per gallon (3.785 liters) in Midwest urban, average price, not seasonally adjusted",0200
APU020072601,"Utility (piped) gas - 40 therms in Midwest urban, average price, not seasonally adjusted",0200
APU020072610,"Electricity per KWH in Midwest urban, average price, not seasonally adjusted",0200
APU020072611,"Utility (piped) gas - 100 therms in Midwest urban, average price, not seasonally adjusted",0200
APU020072620,"Utility (piped) gas per therm in Midwest urban, average price, not seasonally adjusted",0200
APU020072621,"Electricity per 500 KWH in Midwest urban, average price, not seasonally adjusted",0200
APU020074712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in Midwest urban, average price, not seasonally adjusted",0200
APU020074713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in Midwest urban, average price, not seasonally adjusted",0200
APU020074714,"Gasoline, unleaded regular, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted",0200
APU020074715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted",0200
APU020074716,"Gasoline, unleaded premium, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted",0200
APU020074717,"Automotive diesel fuel, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted",0200
APU02007471A,"Gasoline, all types, per gallon/3.785 liters in Midwest urban, average price, not seasonally adjusted",0200
APU0200FC1101,"All uncooked ground beef, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200FC3101,"All Uncooked Beef Steaks, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200FC4101,"All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200FD2101,"All Ham (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200FD3101,"All Pork Chops, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200FD4101,"All Other Pork (Excluding Canned Ham and Luncheon Slices), per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200FF1101,"Chicken breast, boneless, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200FJ1101,"Milk, fresh, low-fat, reduced fat, skim, per gal. (3.8 lit) in Midwest, average price, not seasonally adjusted",0200
APU0200FJ4101,"Yogurt, per 8 oz. (226.8 gm) in Midwest, average price, not seasonally adjusted",0200
APU0200FL2101,"Lettuce, romaine, per lb. (453.6 gm) in Midwest urban, average price, not seasonally adjusted",0200
APU0200FN1101,"All soft drinks, per 2 liters (67.6 oz) in Midwest, average price, not seasonally adjusted",0200
APU0200FN1102,"All soft drinks, 12 pk, 12 oz., cans, per 12 oz. (354.9 ml) in Midwest, average price, not seasonally adjusted",0200
APU0200FS1101,"Butter, stick, per lb. (453.6 gm) in Midwest, average price, not seasonally adjusted",0200
APU023072511,"Fuel oil #2 per gallon (3.785 liters) in East North Central, average price, not seasonally adjusted",0230
APU023072610,"Electricity per KWH in East North Central, average price, not seasonally adjusted",0230
APU023072620,"Utility (piped) gas per therm in East North Central, average price, not seasonally adjusted",0230
APU023074714,"Gasoline, unleaded regular, per gallon/3.785 liters in East North Central, average price, not seasonally adjusted",0230
APU023074715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in East North Central, average price, not seasonally adjusted",0230
APU023074716,"Gasoline, unleaded premium, per gallon/3.785 liters in East North Central, average price, not seasonally adjusted",0230
APU023074717,"Automotive diesel fuel, per gallon/3.785 liters in East North Central, average price, not seasonally adjusted",0230
APU02307471A,"Gasoline, all types, per gallon/3.785 liters in East North Central, average price, not seasonally adjusted",0230
APU024072511,"Fuel oil #2 per gallon (3.785 liters) in West North Central, average price, not seasonally adjusted",0240
APU024072610,"Electricity per KWH in West North Central, average price, not seasonally adjusted",0240
APU024072620,"Utility (piped) gas per therm in West North Central, average price, not seasonally adjusted",0240
APU024074714,"Gasoline, unleaded regular, per gallon/3.785 liters in West North Central, average price, not seasonally adjusted",0240
APU024074715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in West North Central, average price, not seasonally adjusted",0240
APU024074716,"Gasoline, unleaded premium, per gallon/3.785 liters in West North Central, average price, not seasonally adjusted",0240
APU024074717,"Automotive diesel fuel, per gallon/3.785 liters in West North Central, average price, not seasonally adjusted",0240
APU02407471A,"Gasoline, all types, per gallon/3.785 liters in West North Central, average price, not seasonally adjusted",0240
APU0300701111,"Flour, white, all purpose, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300701312,"Rice, white, long grain, uncooked, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300701321,"Spaghetti (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300701322,"Spaghetti and macaroni, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300702111,"Bread, white, pan, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300702112,"Bread, French, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300702211,"Bread, rye, pan (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300702212,"Bread, whole wheat, pan, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300702213,"Bread, wheat blend, pan (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300702221,"Rolls, hamburger (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300702411,"Cupcakes, chocolate (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300702421,"Cookies, chocolate chip, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300702611,"Crackers, soda, salted, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703111,"Ground chuck, 100% beef, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703112,"Ground beef, 100% beef, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703113,"Ground beef, lean and extra lean, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703211,"Chuck roast, USDA Choice, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703212,"Chuck roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703213,"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703311,"Round roast, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703312,"Round roast, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703411,"Rib roast, USDA Choice, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703421,"Steak, chuck, U.S. choice, bone-in (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300703422,"Steak, T-Bone, USDA Choice, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703423,"Steak, porterhouse, U.S. choice, bone-in (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300703425,"Steak, rib eye, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703431,"Short ribs, any primal source, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703432,"Beef for stew, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703511,"Steak, round, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703512,"Steak, round, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703611,"Steak, sirloin, USDA Choice, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703612,"Steak, sirloin, graded and ungraded, excluding USDA Prime and Choice, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300703613,"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300704111,"Bacon, sliced, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300704211,"Chops, center cut, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300704212,"Chops, boneless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300704311,"Ham, rump or shank half, bone-in, smoked,per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300704312,"Ham, boneless, excluding canned, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300704313,"Ham, rump portion, bone-in, smoked (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300704314,"Ham, shank portion, bone-in, smoked (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300704321,"Ham, canned, 3 or 5 lbs, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300704411,"Pork shoulder roast, blade boston, bone-in (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300704412,"Pork sirloin roast, bone-in (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300704413,"Shoulder picnic, bone-in, smoked, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300704421,"Sausage, fresh, loose, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300705111,"Frankfurters, all meat or all beef, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300705121,"Bologna, all beef or mixed, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300705141,"Beef liver (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300706111,"Chicken, fresh, whole, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300706211,"Chicken breast, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300706212,"Chicken legs, bone-in, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300706311,"Turkey, frozen, whole, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300707111,"Tuna, light, chunk, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300708111,"Eggs, grade A, large, per doz. in South urban, average price, not seasonally adjusted",0300
APU0300709111,"Milk, fresh, whole, fortified, per 1/2 gal. (1.9 lit) in South urban, average price, not seasonally adjusted",0300
APU0300709112,"Milk, fresh, whole, fortified, per gal. (3.8 lit) in South urban, average price, not seasonally adjusted",0300
APU0300709211,"Milk, fresh, skim (cost per one-half gallon/1.9 liters) in South urban, average price, not seasonally adjusted",0300
APU0300709212,"Milk, fresh, low fat, per 1/2 gal. (1.9 lit) in South urban, average price, not seasonally adjusted",0300
APU0300709213,"Milk, fresh, low fat, per gal. (3.8 lit) in South urban, average price, not seasonally adjusted",0300
APU0300710111,"Butter, salted, grade AA, stick, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300710122,"Yogurt, natural, fruit flavored, per 8 oz. (226.8 gm) in South urban, average price, not seasonally adjusted",0300
APU0300710211,"American processed cheese, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300710212,"Cheddar cheese, natural, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300710411,"Ice cream, prepackaged, bulk, regular, per 1/2 gal. (1.9 lit) in South urban, average price, not seasonally adjusted",0300
APU0300711111,"Apples, Red Delicious, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711211,"Bananas, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711311,"Oranges, Navel, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711312,"Oranges, Valencia, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711411,"Grapefruit, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711412,"Lemons, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711413,"Pears, Anjou, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711414,"Peaches, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711415,"Strawberries, dry pint, per 12 oz. (340.2 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711416,"Grapes, Emperor or Tokay (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300711417,"Grapes, Thompson Seedless, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300711418,"Cherries, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712111,"Potatoes, white (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300712112,"Potatoes, white, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712211,"Lettuce, iceberg, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712311,"Tomatoes, field grown, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712401,"Cabbage, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712402,"Celery, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712403,"Carrots, short trimmed and topped, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712404,"Onions, dry yellow, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712405,"Onions, green scallions (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300712406,"Peppers, sweet, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712407,"Corn on the cob, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712408,"Radishes (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300712409,"Cucumbers, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300712410,"Beans, green, snap (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300712412,"Broccoli, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300713111,"Orange juice, frozen concentrate, 12 oz. can, per 16 oz. (473.2 ml) in South urban, average price, not seasonally adjusted",0300
APU0300713311,"Apple Sauce, any variety, all sizes, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300713312,"Peaches, any variety, all sizes, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300714111,"Potatoes, frozen, French fried, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300714221,"Corn, canned, any style, all sizes, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300714231,"Tomatoes, canned, whole, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300714232,"Tomatoes, canned, any type, all sizes,  per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300714233,"Beans, dried, any type, all sizes, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300715111,"Hard candy, solid (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300715211,"Sugar, white, all sizes, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300715212,"Sugar, white, 33-80 oz. pkg, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300715311,"Jelly (cost per pound/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300716114,"Margarine, stick, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300716116,"Margarine, soft, tubs, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300716121,"Shortening, vegetable oil blends, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300716141,"Peanut butter, creamy, all sizes, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300717111,"Cola, non-diet, return bottles, 6 or 8 pack (cost per 16 ounces/473.2 ml) in South urban, average price, not seasonally adjusted",0300
APU0300717112,"Cola, non diet, return bottles, 24-40 ounce (cost per 16 ounces/473.2 ml) in South urban, average price, not seasonally adjusted",0300
APU0300717113,"Cola, nondiet, cans, 72 oz. 6 pk., per 16 oz. (473.2 ml) in South urban, average price, not seasonally adjusted",0300
APU0300717114,"Cola, nondiet, per 2 liters (67.6 oz) in South urban, average price, not seasonally adjusted",0300
APU0300717311,"Coffee, 100%, ground roast, all sizes, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300717312,"Coffee, 100%, ground roast, 13.1-20 oz. can, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300717324,"Coffee, instant, plain, regular, 6.1-14 ounce (cost per 16 ounces/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300717325,"Coffee, freeze dried, regular, all sizes (cost per 16 ounces/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300717327,"Coffee, instant, plain, regular, all sizes, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300717411,"Coffee, instant, plain, 9.1-14 ounce (cost per 16 ounces/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300717412,"Coffee, instant, plain, 3.1-6 ounce (cost per 16 ounces/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300717413,"Coffee, freeze dried, plain, 3.1-9 ounce (cost per 16 ounces/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300718311,"Potato chips, per 16 oz. in South urban, average price, not seasonally adjusted",0300
APU0300718631,"Pork and beans, canned (cost per 16 ounces/453.6 grams) in South urban, average price, not seasonally adjusted",0300
APU0300720111,"Malt beverages, all types, all sizes, any origin, per 16 oz. (473.2 ml) in South urban, average price, not seasonally adjusted",0300
APU0300720211,"Bourbon whiskey, 375 ml-1.75 liter (cost per 25.4 ounces/750 ml) in South urban, average price, not seasonally adjusted",0300
APU0300720311,"Wine, red and white table, all sizes, any origin, per 1 liter (33.8 oz) in South urban, average price, not seasonally adjusted",0300
APU030072511,"Fuel oil #2 per gallon (3.785 liters) in South urban, average price, not seasonally adjusted",0300
APU030072601,"Utility (piped) gas - 40 therms in South urban, average price, not seasonally adjusted",0300
APU030072610,"Electricity per KWH in South urban, average price, not seasonally adjusted",0300
APU030072611,"Utility (piped) gas - 100 therms in South urban, average price, not seasonally adjusted",0300
APU030072620,"Utility (piped) gas per therm in South urban, average price, not seasonally adjusted",0300
APU030072621,"Electricity per 500 KWH in South urban, average price, not seasonally adjusted",0300
APU030074712,"Gasoline, leaded regular (cost per gallon/3.8 liters) in South urban, average price, not seasonally adjusted",0300
APU030074713,"Gasoline, leaded premium (cost per gallon/3.8 liters) in South urban, average price, not seasonally adjusted",0300
APU030074714,"Gasoline, unleaded regular, per gallon/3.785 liters in South urban, average price, not seasonally adjusted",0300
APU030074715,"Gasoline, unleaded midgrade, per gallon/3.785 liters in South urban, average price, not seasonally adjusted",0300
APU030074716,"Gasoline, unleaded premium, per gallon/3.785 liters in South urban, average price, not seasonally adjusted",0300
APU030074717,"Automotive diesel fuel, per gallon/3.785 liters in South urban, average price, not seasonally adjusted",0300
APU03007471A,"Gasoline, all types, per gallon/3.785 liters in South urban, average price, not seasonally adjusted",0300
APU0300FC1101,"All uncooked ground beef, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300FC2101,"All Uncooked Beef Roasts, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300FC3101,"All Uncooked Beef Steaks, per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
APU0300FC4101,"All Uncooked Other Beef (Excluding Veal), per lb. (453.6 gm) in South urban, average price, not seasonally adjusted",0300
